"site_no","date","discharge"
"02344350",1992-07-16,129
"02344350",1992-07-17,162
"02344350",1992-07-18,65
"02344350",1992-07-19,78
"02344350",1992-07-20,149
"02344350",1992-07-21,51
"02344350",1992-07-22,39
"02344350",1992-07-23,62
"02344350",1992-07-24,336
"02344350",1992-07-25,890
"02344350",1992-07-26,233
"02344350",1992-07-27,82
"02344350",1992-07-28,85
"02344350",1992-07-29,113
"02344350",1992-07-30,60
"02344350",1992-07-31,47
"02344350",1992-08-01,57
"02344350",1992-08-02,75
"02344350",1992-08-03,46
"02344350",1992-08-04,32
"02344350",1992-08-05,26
"02344350",1992-08-06,20
"02344350",1992-08-07,17
"02344350",1992-08-08,16
"02344350",1992-08-09,17
"02344350",1992-08-10,18
"02344350",1992-08-11,22
"02344350",1992-08-12,37
"02344350",1992-08-13,205
"02344350",1992-08-14,913
"02344350",1992-08-15,659
"02344350",1992-08-16,178
"02344350",1992-08-17,761
"02344350",1992-08-18,951
"02344350",1992-08-19,390
"02344350",1992-08-20,196
"02344350",1992-08-21,133
"02344350",1992-08-22,734
"02344350",1992-08-23,941
"02344350",1992-08-24,397
"02344350",1992-08-25,197
"02344350",1992-08-26,121
"02344350",1992-08-27,119
"02344350",1992-08-28,317
"02344350",1992-08-29,584
"02344350",1992-08-30,239
"02344350",1992-08-31,115
"02344350",1992-09-01,92
"02344350",1992-09-02,79
"02344350",1992-09-03,73
"02344350",1992-09-04,102
"02344350",1992-09-05,150
"02344350",1992-09-06,2050
"02344350",1992-09-07,1340
"02344350",1992-09-08,375
"02344350",1992-09-09,217
"02344350",1992-09-10,134
"02344350",1992-09-11,183
"02344350",1992-09-12,142
"02344350",1992-09-13,79
"02344350",1992-09-14,65
"02344350",1992-09-15,55
"02344350",1992-09-16,49
"02344350",1992-09-17,47
"02344350",1992-09-18,45
"02344350",1992-09-19,45
"02344350",1992-09-20,51
"02344350",1992-09-21,80
"02344350",1992-09-22,48
"02344350",1992-09-23,48
"02344350",1992-09-24,80
"02344350",1992-09-25,145
"02344350",1992-09-26,115
"02344350",1992-09-27,72
"02344350",1992-09-28,230
"02344350",1992-09-29,566
"02344350",1992-09-30,387
"02344350",1992-10-01,116
"02344350",1992-10-02,75
"02344350",1992-10-03,65
"02344350",1992-10-04,206
"02344350",1992-10-05,1020
"02344350",1992-10-06,460
"02344350",1992-10-07,174
"02344350",1992-10-08,105
"02344350",1992-10-09,89
"02344350",1992-10-10,80
"02344350",1992-10-11,75
"02344350",1992-10-12,77
"02344350",1992-10-13,67
"02344350",1992-10-14,59
"02344350",1992-10-15,54
"02344350",1992-10-16,53
"02344350",1992-10-17,53
"02344350",1992-10-18,51
"02344350",1992-10-19,48
"02344350",1992-10-20,46
"02344350",1992-10-21,46
"02344350",1992-10-22,46
"02344350",1992-10-23,46
"02344350",1992-10-24,47
"02344350",1992-10-25,48
"02344350",1992-10-26,47
"02344350",1992-10-27,46
"02344350",1992-10-28,49
"02344350",1992-10-29,60
"02344350",1992-10-30,55
"02344350",1992-10-31,64
"02344350",1992-11-01,84
"02344350",1992-11-02,92
"02344350",1992-11-03,208
"02344350",1992-11-04,461
"02344350",1992-11-05,2120
"02344350",1992-11-06,1360
"02344350",1992-11-07,392
"02344350",1992-11-08,188
"02344350",1992-11-09,138
"02344350",1992-11-10,114
"02344350",1992-11-11,102
"02344350",1992-11-12,159
"02344350",1992-11-13,534
"02344350",1992-11-14,528
"02344350",1992-11-15,193
"02344350",1992-11-16,132
"02344350",1992-11-17,112
"02344350",1992-11-18,103
"02344350",1992-11-19,98
"02344350",1992-11-20,94
"02344350",1992-11-21,114
"02344350",1992-11-22,278
"02344350",1992-11-23,389
"02344350",1992-11-24,697
"02344350",1992-11-25,1530
"02344350",1992-11-26,3960
"02344350",1992-11-27,1370
"02344350",1992-11-28,438
"02344350",1992-11-29,274
"02344350",1992-11-30,211
"02344350",1992-12-01,183
"02344350",1992-12-02,167
"02344350",1992-12-03,152
"02344350",1992-12-04,146
"02344350",1992-12-05,160
"02344350",1992-12-06,191
"02344350",1992-12-07,200
"02344350",1992-12-08,296
"02344350",1992-12-09,206
"02344350",1992-12-10,237
"02344350",1992-12-11,477
"02344350",1992-12-12,265
"02344350",1992-12-13,180
"02344350",1992-12-14,157
"02344350",1992-12-15,144
"02344350",1992-12-16,168
"02344350",1992-12-17,2210
"02344350",1992-12-18,3120
"02344350",1992-12-19,720
"02344350",1992-12-20,330
"02344350",1992-12-21,352
"02344350",1992-12-22,335
"02344350",1992-12-23,278
"02344350",1992-12-24,225
"02344350",1992-12-25,196
"02344350",1992-12-26,176
"02344350",1992-12-27,170
"02344350",1992-12-28,209
"02344350",1992-12-29,266
"02344350",1992-12-30,190
"02344350",1992-12-31,169
"02344350",1993-01-01,160
"02344350",1993-01-02,151
"02344350",1993-01-03,145
"02344350",1993-01-04,151
"02344350",1993-01-05,203
"02344350",1993-01-06,363
"02344350",1993-01-07,232
"02344350",1993-01-08,295
"02344350",1993-01-09,565
"02344350",1993-01-10,286
"02344350",1993-01-11,218
"02344350",1993-01-12,668
"02344350",1993-01-13,635
"02344350",1993-01-14,301
"02344350",1993-01-15,218
"02344350",1993-01-16,191
"02344350",1993-01-17,176
"02344350",1993-01-18,164
"02344350",1993-01-19,158
"02344350",1993-01-20,157
"02344350",1993-01-21,214
"02344350",1993-01-22,614
"02344350",1993-01-23,391
"02344350",1993-01-24,224
"02344350",1993-01-25,325
"02344350",1993-01-26,278
"02344350",1993-01-27,189
"02344350",1993-01-28,170
"02344350",1993-01-29,161
"02344350",1993-01-30,152
"02344350",1993-01-31,145
"02344350",1993-02-01,142
"02344350",1993-02-02,140
"02344350",1993-02-03,135
"02344350",1993-02-04,132
"02344350",1993-02-05,131
"02344350",1993-02-06,131
"02344350",1993-02-07,160
"02344350",1993-02-08,754
"02344350",1993-02-09,910
"02344350",1993-02-10,300
"02344350",1993-02-11,222
"02344350",1993-02-12,419
"02344350",1993-02-13,603
"02344350",1993-02-14,408
"02344350",1993-02-15,217
"02344350",1993-02-16,231
"02344350",1993-02-17,681
"02344350",1993-02-18,363
"02344350",1993-02-19,206
"02344350",1993-02-20,182
"02344350",1993-02-21,189
"02344350",1993-02-22,423
"02344350",1993-02-23,433
"02344350",1993-02-24,222
"02344350",1993-02-25,184
"02344350",1993-02-26,214
"02344350",1993-02-27,272
"02344350",1993-02-28,197
"02344350",1993-03-01,170
"02344350",1993-03-02,164
"02344350",1993-03-03,227
"02344350",1993-03-04,650
"02344350",1993-03-05,791
"02344350",1993-03-06,296
"02344350",1993-03-07,211
"02344350",1993-03-08,188
"02344350",1993-03-09,173
"02344350",1993-03-10,163
"02344350",1993-03-11,156
"02344350",1993-03-12,149
"02344350",1993-03-13,378
"02344350",1993-03-14,951
"02344350",1993-03-15,475
"02344350",1993-03-16,395
"02344350",1993-03-17,341
"02344350",1993-03-18,281
"02344350",1993-03-19,226
"02344350",1993-03-20,193
"02344350",1993-03-21,180
"02344350",1993-03-22,175
"02344350",1993-03-23,172
"02344350",1993-03-24,175
"02344350",1993-03-25,163
"02344350",1993-03-26,308
"02344350",1993-03-27,1380
"02344350",1993-03-28,1350
"02344350",1993-03-29,613
"02344350",1993-03-30,294
"02344350",1993-03-31,289
"02344350",1993-04-01,398
"02344350",1993-04-02,254
"02344350",1993-04-03,197
"02344350",1993-04-04,180
"02344350",1993-04-05,342
"02344350",1993-04-06,835
"02344350",1993-04-07,415
"02344350",1993-04-08,232
"02344350",1993-04-09,218
"02344350",1993-04-10,358
"02344350",1993-04-11,300
"02344350",1993-04-12,194
"02344350",1993-04-13,176
"02344350",1993-04-14,164
"02344350",1993-04-15,164
"02344350",1993-04-16,254
"02344350",1993-04-17,252
"02344350",1993-04-18,166
"02344350",1993-04-19,149
"02344350",1993-04-20,141
"02344350",1993-04-21,136
"02344350",1993-04-22,131
"02344350",1993-04-23,130
"02344350",1993-04-24,128
"02344350",1993-04-25,127
"02344350",1993-04-26,134
"02344350",1993-04-27,182
"02344350",1993-04-28,142
"02344350",1993-04-29,123
"02344350",1993-04-30,111
"02344350",1993-05-01,108
"02344350",1993-05-02,107
"02344350",1993-05-03,118
"02344350",1993-05-04,228
"02344350",1993-05-05,720
"02344350",1993-05-06,450
"02344350",1993-05-07,165
"02344350",1993-05-08,132
"02344350",1993-05-09,118
"02344350",1993-05-10,108
"02344350",1993-05-11,102
"02344350",1993-05-12,98
"02344350",1993-05-13,108
"02344350",1993-05-14,159
"02344350",1993-05-15,128
"02344350",1993-05-16,103
"02344350",1993-05-17,94
"02344350",1993-05-18,95
"02344350",1993-05-19,107
"02344350",1993-05-20,213
"02344350",1993-05-21,197
"02344350",1993-05-22,108
"02344350",1993-05-23,93
"02344350",1993-05-24,87
"02344350",1993-05-25,85
"02344350",1993-05-26,88
"02344350",1993-05-27,78
"02344350",1993-05-28,65
"02344350",1993-05-29,62
"02344350",1993-05-30,114
"02344350",1993-05-31,141
"02344350",1993-06-01,108
"02344350",1993-06-02,118
"02344350",1993-06-03,75
"02344350",1993-06-04,64
"02344350",1993-06-05,62
"02344350",1993-06-06,61
"02344350",1993-06-07,58
"02344350",1993-06-08,55
"02344350",1993-06-09,54
"02344350",1993-06-10,51
"02344350",1993-06-11,49
"02344350",1993-06-12,48
"02344350",1993-06-13,94
"02344350",1993-06-14,117
"02344350",1993-06-15,218
"02344350",1993-06-16,230
"02344350",1993-06-17,88
"02344350",1993-06-18,76
"02344350",1993-06-19,61
"02344350",1993-06-20,51
"02344350",1993-06-21,48
"02344350",1993-06-22,52
"02344350",1993-06-23,58
"02344350",1993-06-24,60
"02344350",1993-06-25,92
"02344350",1993-06-26,114
"02344350",1993-06-27,117
"02344350",1993-06-28,185
"02344350",1993-06-29,682
"02344350",1993-06-30,208
"02344350",1993-07-01,120
"02344350",1993-07-02,90
"02344350",1993-07-03,76
"02344350",1993-07-04,68
"02344350",1993-07-05,61
"02344350",1993-07-06,58
"02344350",1993-07-07,50
"02344350",1993-07-08,39
"02344350",1993-07-09,38
"02344350",1993-07-10,50
"02344350",1993-07-11,55
"02344350",1993-07-12,38
"02344350",1993-07-13,32
"02344350",1993-07-14,55
"02344350",1993-07-15,38
"02344350",1993-07-16,36
"02344350",1993-07-17,30
"02344350",1993-07-18,26
"02344350",1993-07-19,25
"02344350",1993-07-20,23
"02344350",1993-07-21,23
"02344350",1993-07-22,17
"02344350",1993-07-23,14
"02344350",1993-07-24,16
"02344350",1993-07-25,14
"02344350",1993-07-26,22
"02344350",1993-07-27,22
"02344350",1993-07-28,25
"02344350",1993-07-29,141
"02344350",1993-07-30,66
"02344350",1993-07-31,39
"02344350",1993-08-01,26
"02344350",1993-08-02,20
"02344350",1993-08-03,17
"02344350",1993-08-04,39
"02344350",1993-08-05,100
"02344350",1993-08-06,247
"02344350",1993-08-07,163
"02344350",1993-08-08,197
"02344350",1993-08-09,146
"02344350",1993-08-10,73
"02344350",1993-08-11,51
"02344350",1993-08-12,41
"02344350",1993-08-13,35
"02344350",1993-08-14,40
"02344350",1993-08-15,62
"02344350",1993-08-16,40
"02344350",1993-08-17,33
"02344350",1993-08-18,28
"02344350",1993-08-19,27
"02344350",1993-08-20,49
"02344350",1993-08-21,39
"02344350",1993-08-22,27
"02344350",1993-08-23,23
"02344350",1993-08-24,21
"02344350",1993-08-25,21
"02344350",1993-08-26,19
"02344350",1993-08-27,18
"02344350",1993-08-28,17
"02344350",1993-08-29,23
"02344350",1993-08-30,16
"02344350",1993-08-31,21
"02344350",1993-09-01,16
"02344350",1993-09-02,15
"02344350",1993-09-03,10
"02344350",1993-09-04,35
"02344350",1993-09-05,109
"02344350",1993-09-06,62
"02344350",1993-09-07,42
"02344350",1993-09-08,35
"02344350",1993-09-09,33
"02344350",1993-09-10,31
"02344350",1993-09-11,29
"02344350",1993-09-12,26
"02344350",1993-09-13,24
"02344350",1993-09-14,21
"02344350",1993-09-15,15
"02344350",1993-09-16,20
"02344350",1993-09-17,62
"02344350",1993-09-18,105
"02344350",1993-09-19,133
"02344350",1993-09-20,55
"02344350",1993-09-21,39
"02344350",1993-09-22,37
"02344350",1993-09-23,32
"02344350",1993-09-24,26
"02344350",1993-09-25,24
"02344350",1993-09-26,20
"02344350",1993-09-27,22
"02344350",1993-09-28,89
"02344350",1993-09-29,59
"02344350",1993-09-30,29
"02344350",1993-10-01,20
"02344350",1993-10-02,16
"02344350",1993-10-03,15
"02344350",1993-10-04,14
"02344350",1993-10-05,13
"02344350",1993-10-06,12
"02344350",1993-10-07,11
"02344350",1993-10-08,9
"02344350",1993-10-09,8
"02344350",1993-10-10,13
"02344350",1993-10-11,9
"02344350",1993-10-12,11
"02344350",1993-10-13,14
"02344350",1993-10-14,7
"02344350",1993-10-15,10
"02344350",1993-10-16,13
"02344350",1993-10-17,66
"02344350",1993-10-18,53
"02344350",1993-10-19,39
"02344350",1993-10-20,33
"02344350",1993-10-21,31
"02344350",1993-10-22,42
"02344350",1993-10-23,83
"02344350",1993-10-24,83
"02344350",1993-10-25,49
"02344350",1993-10-26,38
"02344350",1993-10-27,30
"02344350",1993-10-28,26
"02344350",1993-10-29,26
"02344350",1993-10-30,230
"02344350",1993-10-31,1100
"02344350",1993-11-01,402
"02344350",1993-11-02,108
"02344350",1993-11-03,77
"02344350",1993-11-04,63
"02344350",1993-11-05,120
"02344350",1993-11-06,591
"02344350",1993-11-07,556
"02344350",1993-11-08,185
"02344350",1993-11-09,97
"02344350",1993-11-10,77
"02344350",1993-11-11,64
"02344350",1993-11-12,59
"02344350",1993-11-13,55
"02344350",1993-11-14,54
"02344350",1993-11-15,55
"02344350",1993-11-16,66
"02344350",1993-11-17,75
"02344350",1993-11-18,79
"02344350",1993-11-19,76
"02344350",1993-11-20,60
"02344350",1993-11-21,53
"02344350",1993-11-22,44
"02344350",1993-11-23,39
"02344350",1993-11-24,39
"02344350",1993-11-25,38
"02344350",1993-11-26,50
"02344350",1993-11-27,435
"02344350",1993-11-28,987
"02344350",1993-11-29,319
"02344350",1993-11-30,115
"02344350",1993-12-01,78
"02344350",1993-12-02,72
"02344350",1993-12-03,72
"02344350",1993-12-04,72
"02344350",1993-12-05,180
"02344350",1993-12-06,390
"02344350",1993-12-07,155
"02344350",1993-12-08,92
"02344350",1993-12-09,77
"02344350",1993-12-10,85
"02344350",1993-12-11,223
"02344350",1993-12-12,397
"02344350",1993-12-13,143
"02344350",1993-12-14,109
"02344350",1993-12-15,153
"02344350",1993-12-16,127
"02344350",1993-12-17,88
"02344350",1993-12-18,77
"02344350",1993-12-19,73
"02344350",1993-12-20,79
"02344350",1993-12-21,163
"02344350",1993-12-22,263
"02344350",1993-12-23,146
"02344350",1993-12-24,155
"02344350",1993-12-25,125
"02344350",1993-12-26,91
"02344350",1993-12-27,81
"02344350",1993-12-28,76
"02344350",1993-12-29,74
"02344350",1993-12-30,73
"02344350",1993-12-31,68
"02344350",1994-01-01,64
"02344350",1994-01-02,64
"02344350",1994-01-03,80
"02344350",1994-01-04,337
"02344350",1994-01-05,765
"02344350",1994-01-06,280
"02344350",1994-01-07,167
"02344350",1994-01-08,167
"02344350",1994-01-09,191
"02344350",1994-01-10,142
"02344350",1994-01-11,125
"02344350",1994-01-12,345
"02344350",1994-01-13,930
"02344350",1994-01-14,373
"02344350",1994-01-15,189
"02344350",1994-01-16,149
"02344350",1994-01-17,139
"02344350",1994-01-18,229
"02344350",1994-01-19,327
"02344350",1994-01-20,154
"02344350",1994-01-21,129
"02344350",1994-01-22,119
"02344350",1994-01-23,111
"02344350",1994-01-24,108
"02344350",1994-01-25,103
"02344350",1994-01-26,99
"02344350",1994-01-27,103
"02344350",1994-01-28,222
"02344350",1994-01-29,792
"02344350",1994-01-30,370
"02344350",1994-01-31,174
"02344350",1994-02-01,140
"02344350",1994-02-02,122
"02344350",1994-02-03,111
"02344350",1994-02-04,104
"02344350",1994-02-05,131
"02344350",1994-02-06,266
"02344350",1994-02-07,238
"02344350",1994-02-08,164
"02344350",1994-02-09,263
"02344350",1994-02-10,205
"02344350",1994-02-11,533
"02344350",1994-02-12,1570
"02344350",1994-02-13,610
"02344350",1994-02-14,246
"02344350",1994-02-15,180
"02344350",1994-02-16,154
"02344350",1994-02-17,136
"02344350",1994-02-18,125
"02344350",1994-02-19,117
"02344350",1994-02-20,111
"02344350",1994-02-21,108
"02344350",1994-02-22,113
"02344350",1994-02-23,115
"02344350",1994-02-24,212
"02344350",1994-02-25,260
"02344350",1994-02-26,138
"02344350",1994-02-27,108
"02344350",1994-02-28,97
"02344350",1994-03-01,130
"02344350",1994-03-02,809
"02344350",1994-03-03,1060
"02344350",1994-03-04,456
"02344350",1994-03-05,216
"02344350",1994-03-06,163
"02344350",1994-03-07,138
"02344350",1994-03-08,124
"02344350",1994-03-09,117
"02344350",1994-03-10,192
"02344350",1994-03-11,378
"02344350",1994-03-12,175
"02344350",1994-03-13,129
"02344350",1994-03-14,117
"02344350",1994-03-15,110
"02344350",1994-03-16,103
"02344350",1994-03-17,96
"02344350",1994-03-18,92
"02344350",1994-03-19,84
"02344350",1994-03-20,82
"02344350",1994-03-21,88
"02344350",1994-03-22,89
"02344350",1994-03-23,85
"02344350",1994-03-24,109
"02344350",1994-03-25,687
"02344350",1994-03-26,1080
"02344350",1994-03-27,306
"02344350",1994-03-28,219
"02344350",1994-03-29,454
"02344350",1994-03-30,530
"02344350",1994-03-31,220
"02344350",1994-04-01,156
"02344350",1994-04-02,133
"02344350",1994-04-03,118
"02344350",1994-04-04,115
"02344350",1994-04-05,115
"02344350",1994-04-06,128
"02344350",1994-04-07,269
"02344350",1994-04-08,183
"02344350",1994-04-09,115
"02344350",1994-04-10,103
"02344350",1994-04-11,98
"02344350",1994-04-12,93
"02344350",1994-04-13,103
"02344350",1994-04-14,177
"02344350",1994-04-15,125
"02344350",1994-04-16,655
"02344350",1994-04-17,1250
"02344350",1994-04-18,387
"02344350",1994-04-19,190
"02344350",1994-04-20,153
"02344350",1994-04-21,135
"02344350",1994-04-22,125
"02344350",1994-04-23,125
"02344350",1994-04-24,115
"02344350",1994-04-25,106
"02344350",1994-04-26,101
"02344350",1994-04-27,101
"02344350",1994-04-28,433
"02344350",1994-04-29,728
"02344350",1994-04-30,211
"02344350",1994-05-01,137
"02344350",1994-05-02,118
"02344350",1994-05-03,112
"02344350",1994-05-04,206
"02344350",1994-05-05,215
"02344350",1994-05-06,117
"02344350",1994-05-07,89
"02344350",1994-05-08,110
"02344350",1994-05-09,158
"02344350",1994-05-10,111
"02344350",1994-05-11,96
"02344350",1994-05-12,88
"02344350",1994-05-13,77
"02344350",1994-05-14,70
"02344350",1994-05-15,86
"02344350",1994-05-16,237
"02344350",1994-05-17,131
"02344350",1994-05-18,93
"02344350",1994-05-19,78
"02344350",1994-05-20,66
"02344350",1994-05-21,68
"02344350",1994-05-22,77
"02344350",1994-05-23,80
"02344350",1994-05-24,60
"02344350",1994-05-25,55
"02344350",1994-05-26,53
"02344350",1994-05-27,58
"02344350",1994-05-28,67
"02344350",1994-05-29,51
"02344350",1994-05-30,47
"02344350",1994-05-31,51
"02344350",1994-06-01,52
"02344350",1994-06-02,46
"02344350",1994-06-03,46
"02344350",1994-06-04,43
"02344350",1994-06-05,39
"02344350",1994-06-06,41
"02344350",1994-06-07,43
"02344350",1994-06-08,49
"02344350",1994-06-09,58
"02344350",1994-06-10,55
"02344350",1994-06-11,49
"02344350",1994-06-12,60
"02344350",1994-06-13,109
"02344350",1994-06-14,78
"02344350",1994-06-15,58
"02344350",1994-06-16,59
"02344350",1994-06-17,82
"02344350",1994-06-18,84
"02344350",1994-06-19,53
"02344350",1994-06-20,43
"02344350",1994-06-21,37
"02344350",1994-06-22,33
"02344350",1994-06-23,121
"02344350",1994-06-24,100
"02344350",1994-06-25,96
"02344350",1994-06-26,94
"02344350",1994-06-27,53
"02344350",1994-06-28,315
"02344350",1994-06-29,458
"02344350",1994-06-30,205
"02344350",1994-07-01,217
"02344350",1994-07-02,88
"02344350",1994-07-03,70
"02344350",1994-07-04,132
"02344350",1994-07-05,11000
"02344350",1994-07-06,8900
"02344350",1994-07-07,2270
"02344350",1994-07-08,806
"02344350",1994-07-09,543
"02344350",1994-07-10,517
"02344350",1994-07-11,492
"02344350",1994-07-12,1590
"02344350",1994-07-13,2070
"02344350",1994-07-14,877
"02344350",1994-07-15,904
"02344350",1994-07-16,1160
"02344350",1994-07-17,435
"02344350",1994-07-18,225
"02344350",1994-07-19,223
"02344350",1994-07-20,173
"02344350",1994-07-21,245
"02344350",1994-07-22,213
"02344350",1994-07-23,161
"02344350",1994-07-24,157
"02344350",1994-07-25,109
"02344350",1994-07-26,100
"02344350",1994-07-27,139
"02344350",1994-07-28,644
"02344350",1994-07-29,757
"02344350",1994-07-30,208
"02344350",1994-07-31,125
"02344350",1994-08-01,128
"02344350",1994-08-02,353
"02344350",1994-08-03,207
"02344350",1994-08-04,214
"02344350",1994-08-05,340
"02344350",1994-08-06,134
"02344350",1994-08-07,113
"02344350",1994-08-08,96
"02344350",1994-08-09,84
"02344350",1994-08-10,75
"02344350",1994-08-11,72
"02344350",1994-08-12,74
"02344350",1994-08-13,97
"02344350",1994-08-14,104
"02344350",1994-08-15,83
"02344350",1994-08-16,141
"02344350",1994-08-17,634
"02344350",1994-08-18,619
"02344350",1994-08-19,189
"02344350",1994-08-20,190
"02344350",1994-08-21,129
"02344350",1994-08-22,216
"02344350",1994-08-23,282
"02344350",1994-08-24,109
"02344350",1994-08-25,87
"02344350",1994-08-26,82
"02344350",1994-08-27,78
"02344350",1994-08-28,73
"02344350",1994-08-29,69
"02344350",1994-08-30,67
"02344350",1994-08-31,64
"02344350",1994-09-01,62
"02344350",1994-09-02,69
"02344350",1994-09-03,265
"02344350",1994-09-04,353
"02344350",1994-09-05,118
"02344350",1994-09-06,86
"02344350",1994-09-07,74
"02344350",1994-09-08,66
"02344350",1994-09-09,499
"02344350",1994-09-10,467
"02344350",1994-09-11,149
"02344350",1994-09-12,91
"02344350",1994-09-13,76
"02344350",1994-09-14,68
"02344350",1994-09-15,64
"02344350",1994-09-16,61
"02344350",1994-09-17,169
"02344350",1994-09-18,1520
"02344350",1994-09-19,2630
"02344350",1994-09-20,607
"02344350",1994-09-21,180
"02344350",1994-09-22,132
"02344350",1994-09-23,124
"02344350",1994-09-24,235
"02344350",1994-09-25,322
"02344350",1994-09-26,145
"02344350",1994-09-27,107
"02344350",1994-09-28,95
"02344350",1994-09-29,88
"02344350",1994-09-30,81
"02344350",1994-10-01,71
"02344350",1994-10-02,73
"02344350",1994-10-03,129
"02344350",1994-10-04,361
"02344350",1994-10-05,308
"02344350",1994-10-06,119
"02344350",1994-10-07,94
"02344350",1994-10-08,82
"02344350",1994-10-09,78
"02344350",1994-10-10,95
"02344350",1994-10-11,134
"02344350",1994-10-12,166
"02344350",1994-10-13,627
"02344350",1994-10-14,807
"02344350",1994-10-15,585
"02344350",1994-10-16,295
"02344350",1994-10-17,158
"02344350",1994-10-18,127
"02344350",1994-10-19,114
"02344350",1994-10-20,112
"02344350",1994-10-21,118
"02344350",1994-10-22,123
"02344350",1994-10-23,207
"02344350",1994-10-24,181
"02344350",1994-10-25,122
"02344350",1994-10-26,107
"02344350",1994-10-27,98
"02344350",1994-10-28,94
"02344350",1994-10-29,91
"02344350",1994-10-30,97
"02344350",1994-10-31,145
"02344350",1994-11-01,148
"02344350",1994-11-02,109
"02344350",1994-11-03,96
"02344350",1994-11-04,90
"02344350",1994-11-05,90
"02344350",1994-11-06,90
"02344350",1994-11-07,92
"02344350",1994-11-08,93
"02344350",1994-11-09,88
"02344350",1994-11-10,90
"02344350",1994-11-11,118
"02344350",1994-11-12,149
"02344350",1994-11-13,101
"02344350",1994-11-14,92
"02344350",1994-11-15,88
"02344350",1994-11-16,87
"02344350",1994-11-17,84
"02344350",1994-11-18,83
"02344350",1994-11-19,82
"02344350",1994-11-20,81
"02344350",1994-11-21,89
"02344350",1994-11-22,122
"02344350",1994-11-23,99
"02344350",1994-11-24,83
"02344350",1994-11-25,79
"02344350",1994-11-26,92
"02344350",1994-11-27,310
"02344350",1994-11-28,767
"02344350",1994-11-29,959
"02344350",1994-11-30,594
"02344350",1994-12-01,275
"02344350",1994-12-02,170
"02344350",1994-12-03,139
"02344350",1994-12-04,143
"02344350",1994-12-05,259
"02344350",1994-12-06,277
"02344350",1994-12-07,161
"02344350",1994-12-08,131
"02344350",1994-12-09,120
"02344350",1994-12-10,114
"02344350",1994-12-11,170
"02344350",1994-12-12,278
"02344350",1994-12-13,148
"02344350",1994-12-14,120
"02344350",1994-12-15,111
"02344350",1994-12-16,107
"02344350",1994-12-17,105
"02344350",1994-12-18,103
"02344350",1994-12-19,98
"02344350",1994-12-20,94
"02344350",1994-12-21,92
"02344350",1994-12-22,102
"02344350",1994-12-23,154
"02344350",1994-12-24,179
"02344350",1994-12-25,121
"02344350",1994-12-26,102
"02344350",1994-12-27,95
"02344350",1994-12-28,95
"02344350",1994-12-29,92
"02344350",1994-12-30,96
"02344350",1994-12-31,101
"02344350",1995-01-01,97
"02344500",1990-01-01,429
"02344500",1990-01-02,416
"02344500",1990-01-03,414
"02344500",1990-01-04,295
"02344500",1990-01-05,252
"02344500",1990-01-06,714
"02344500",1990-01-07,1070
"02344500",1990-01-08,1400
"02344500",1990-01-09,1230
"02344500",1990-01-10,896
"02344500",1990-01-11,663
"02344500",1990-01-12,414
"02344500",1990-01-13,332
"02344500",1990-01-14,287
"02344500",1990-01-15,260
"02344500",1990-01-16,241
"02344500",1990-01-17,236
"02344500",1990-01-18,261
"02344500",1990-01-19,290
"02344500",1990-01-20,328
"02344500",1990-01-21,679
"02344500",1990-01-22,1850
"02344500",1990-01-23,3390
"02344500",1990-01-24,1490
"02344500",1990-01-25,2030
"02344500",1990-01-26,4550
"02344500",1990-01-27,4180
"02344500",1990-01-28,1810
"02344500",1990-01-29,964
"02344500",1990-01-30,646
"02344500",1990-01-31,558
"02344500",1990-02-01,492
"02344500",1990-02-02,393
"02344500",1990-02-03,353
"02344500",1990-02-04,347
"02344500",1990-02-05,370
"02344500",1990-02-06,566
"02344500",1990-02-07,672
"02344500",1990-02-08,368
"02344500",1990-02-09,442
"02344500",1990-02-10,934
"02344500",1990-02-11,1320
"02344500",1990-02-12,1910
"02344500",1990-02-13,1160
"02344500",1990-02-14,589
"02344500",1990-02-15,413
"02344500",1990-02-16,690
"02344500",1990-02-17,3120
"02344500",1990-02-18,3860
"02344500",1990-02-19,2560
"02344500",1990-02-20,3200
"02344500",1990-02-21,2820
"02344500",1990-02-22,1360
"02344500",1990-02-23,852
"02344500",1990-02-24,691
"02344500",1990-02-25,642
"02344500",1990-02-26,471
"02344500",1990-02-27,390
"02344500",1990-02-28,357
"02344500",1990-03-01,335
"02344500",1990-03-02,337
"02344500",1990-03-03,431
"02344500",1990-03-04,640
"02344500",1990-03-05,875
"02344500",1990-03-06,533
"02344500",1990-03-07,367
"02344500",1990-03-08,325
"02344500",1990-03-09,327
"02344500",1990-03-10,386
"02344500",1990-03-11,483
"02344500",1990-03-12,393
"02344500",1990-03-13,322
"02344500",1990-03-14,295
"02344500",1990-03-15,279
"02344500",1990-03-16,515
"02344500",1990-03-17,7590
"02344500",1990-03-18,11000
"02344500",1990-03-19,5420
"02344500",1990-03-20,1720
"02344500",1990-03-21,931
"02344500",1990-03-22,609
"02344500",1990-03-23,477
"02344500",1990-03-24,417
"02344500",1990-03-25,382
"02344500",1990-03-26,354
"02344500",1990-03-27,331
"02344500",1990-03-28,315
"02344500",1990-03-29,342
"02344500",1990-03-30,411
"02344500",1990-03-31,421
"02344500",1990-04-01,432
"02344500",1990-04-02,414
"02344500",1990-04-03,383
"02344500",1990-04-04,330
"02344500",1990-04-05,296
